dayname,minutes_watched,date_watched,weekday,date_watched_m,date_watched_m_n,student_country
Sunday,37.8,2022-06-12,6,6,June,IN
Wednesday,6.2,2022-01-05,2,1,January,IN
Thursday,0.4,2022-01-06,3,1,January,IN
Thursday,15.9,2022-01-06,3,1,January,IN
Tuesday,25.5,2022-01-04,1,1,January,IN
Monday,7.9,2022-01-17,0,1,January,IN
Wednesday,0.8,2022-01-12,2,1,January,IN
Tuesday,0.1,2022-01-04,1,1,January,IN
Tuesday,2.0,2022-01-04,1,1,January,IN
Monday,16.3,2022-02-07,0,2,February,IN
Tuesday,0.1,2022-01-04,1,1,January,IN
Tuesday,4.3,2022-01-04,1,1,January,IN
Tuesday,1.2,2022-01-04,1,1,January,US
Monday,11.4,2022-07-18,0,7,July,US
Friday,11.8,2022-02-04,4,2,February,IN
Saturday,14.7,2022-02-05,5,2,February,IN
Tuesday,3.4,2022-01-04,1,1,January,IN
Wednesday,0.9,2022-01-05,2,1,January,IN
Thursday,7.8,2022-01-06,3,1,January,IN
Friday,13.1,2022-01-21,4,1,January,IN
Monday,0.8,2022-02-21,0,2,February,IN
Tuesday,19.4,2022-01-04,1,1,January,IN
Tuesday,2.0,2022-01-18,1,1,January,IN
Tuesday,9.0,2022-01-04,1,1,January,NG
Wednesday,6.7,2022-01-05,2,1,January,NG
Tuesday,0.3,2022-01-04,1,1,January,EG
Tuesday,0.8,2022-01-04,1,1,January,IN
Friday,0.2,2022-01-28,4,1,January,IN
Tuesday,8.2,2022-01-04,1,1,January,IN
Tuesday,0.1,2022-01-04,1,1,January,IN
Tuesday,0.9,2022-01-04,1,1,January,IN
Friday,1.0,2022-01-07,4,1,January,IN
Saturday,0.4,2022-09-10,5,9,September,IN
Tuesday,0.4,2022-06-28,1,6,June,IN
Tuesday,0.1,2022-01-04,1,1,January,US
Tuesday,110.0,2022-01-04,1,1,January,EG
Tuesday,30.9,2022-01-04,1,1,January,US
Monday,6.5,2022-01-10,0,1,January,IN
Wednesday,25.7,2022-08-17,2,8,August,EG
Tuesday,4.1,2022-08-16,1,8,August,EG
Thursday,13.2,2022-08-18,3,8,August,EG
Tuesday,0.4,2022-01-04,1,1,January,EG
Wednesday,84.3,2022-01-05,2,1,January,US
Tuesday,20.5,2022-01-04,1,1,January,US
Saturday,35.6,2022-01-15,5,1,January,US
Saturday,3.4,2022-01-22,5,1,January,US
Thursday,0.1,2022-09-22,3,9,September,US
Friday,36.1,2022-01-07,4,1,January,US
Monday,107.2,2022-01-17,0,1,January,US
Wednesday,33.3,2022-01-19,2,1,January,US
Thursday,10.0,2022-01-20,3,1,January,US
Wednesday,47.9,2022-03-09,2,3,March,US
Sunday,66.1,2022-03-13,6,3,March,US
Monday,18.0,2022-03-14,0,3,March,US
Tuesday,56.7,2022-03-15,1,3,March,US
Thursday,26.7,2022-05-05,3,5,May,US
Wednesday,29.3,2022-05-04,2,5,May,US
Wednesday,77.4,2022-03-16,2,3,March,US
Tuesday,27.3,2022-07-26,1,7,July,US
Thursday,5.7,2022-03-17,3,3,March,US
Friday,19.1,2022-03-18,4,3,March,US
Saturday,11.7,2022-03-26,5,3,March,US
Monday,4.6,2022-07-25,0,7,July,US
Thursday,33.3,2022-07-28,3,7,July,US
Tuesday,21.3,2022-08-02,1,8,August,US
Wednesday,18.1,2022-08-10,2,8,August,US
Tuesday,36.4,2022-08-16,1,8,August,US
Friday,1.3,2022-08-19,4,8,August,US
Wednesday,0.1,2022-10-05,2,10,October,US
Monday,72.8,2022-01-10,0,1,January,US
Tuesday,78.1,2022-01-11,1,1,January,US
Wednesday,13.4,2022-01-12,2,1,January,US
Wednesday,45.4,2022-03-30,2,3,March,US
Friday,61.0,2022-01-14,4,1,January,US
Thursday,38.4,2022-01-06,3,1,January,US
Thursday,1.0,2022-01-13,3,1,January,US
Wednesday,43.6,2022-01-26,2,1,January,US
Wednesday,1.7,2022-04-06,2,4,April,US
Saturday,31.1,2022-04-09,5,4,April,US
Sunday,19.2,2022-01-23,6,1,January,US
Sunday,62.1,2022-01-16,6,1,January,US
Tuesday,9.3,2022-01-18,1,1,January,US
Monday,36.6,2022-01-24,0,1,January,US
Tuesday,18.6,2022-01-25,1,1,January,US
Thursday,30.5,2022-03-10,3,3,March,US
Saturday,6.1,2022-03-12,5,3,March,US
Tuesday,6.7,2022-01-04,1,1,January,GB
Wednesday,18.9,2022-01-05,2,1,January,GB
Saturday,39.8,2022-01-08,5,1,January,GB
Wednesday,29.5,2022-09-07,2,9,September,GB
Tuesday,0.2,2022-09-13,1,9,September,GB
Tuesday,0.3,2022-01-11,1,1,January,US
Thursday,13.0,2022-01-13,3,1,January,US
Saturday,36.1,2022-02-12,5,2,February,US
Monday,13.9,2022-02-14,0,2,February,US
Tuesday,50.7,2022-02-15,1,2,February,US
Friday,31.7,2022-05-20,4,5,May,US
Tuesday,4.5,2022-06-21,1,6,June,US
Saturday,36.5,2022-05-21,5,5,May,US
Sunday,54.5,2022-02-20,6,2,February,US
Friday,30.3,2022-05-27,4,5,May,US
Saturday,18.4,2022-02-19,5,2,February,US
Saturday,16.8,2022-05-28,5,5,May,US
Sunday,23.6,2022-06-05,6,6,June,US
Wednesday,16.1,2022-06-22,2,6,June,US
Friday,21.2,2022-02-18,4,2,February,US
Sunday,13.2,2022-06-26,6,6,June,US
Saturday,0.1,2022-06-18,5,6,June,US
Saturday,20.2,2022-06-25,5,6,June,US
Monday,45.1,2022-02-21,0,2,February,US
Saturday,7.4,2022-07-02,5,7,July,US
Sunday,57.7,2022-07-03,6,7,July,US
Tuesday,31.7,2022-02-22,1,2,February,US
Wednesday,19.8,2022-02-23,2,2,February,US
Monday,19.1,2022-07-04,0,7,July,US
Saturday,16.9,2022-02-26,5,2,February,US
Saturday,46.7,2022-03-19,5,3,March,US
Sunday,17.2,2022-07-10,6,7,July,US
Wednesday,44.2,2022-01-19,2,1,January,US
Saturday,2.8,2022-02-05,5,2,February,US
Tuesday,4.6,2022-01-18,1,1,January,US
Tuesday,0.8,2022-01-25,1,1,January,US
Monday,9.5,2022-04-25,0,4,April,US
Wednesday,15.1,2022-02-09,2,2,February,US
Saturday,2.2,2022-06-11,5,6,June,US
Sunday,10.1,2022-03-20,6,3,March,US
Friday,5.1,2022-04-08,4,4,April,US
Thursday,84.4,2022-01-27,3,1,January,US
Sunday,42.9,2022-03-06,6,3,March,US
Monday,33.8,2022-03-07,0,3,March,US
Wednesday,48.3,2022-03-09,2,3,March,US
Saturday,11.2,2022-03-05,5,3,March,US
Friday,9.1,2022-02-25,4,2,February,US
Thursday,6.3,2022-03-17,3,3,March,US
Tuesday,10.8,2022-01-04,1,1,January,EG
Tuesday,11.5,2022-01-04,1,1,January,GB
Tuesday,27.3,2022-01-04,1,1,January,US
Friday,0.4,2022-01-07,4,1,January,US
Tuesday,0.6,2022-01-04,1,1,January,US
Tuesday,19.2,2022-01-04,1,1,January,US
Tuesday,1.1,2022-01-04,1,1,January,IN
Tuesday,35.4,2022-01-04,1,1,January,IN
Wednesday,1.9,2022-01-05,2,1,January,NG
Wednesday,6.6,2022-01-05,2,1,January,US
Wednesday,117.4,2022-01-05,2,1,January,GB
Thursday,86.5,2022-01-06,3,1,January,GB
Friday,17.0,2022-01-07,4,1,January,GB
Monday,79.7,2022-01-10,0,1,January,GB
Tuesday,23.7,2022-01-11,1,1,January,GB
Thursday,27.4,2022-01-13,3,1,January,GB
Saturday,6.4,2022-02-12,5,2,February,GB
Sunday,5.6,2022-02-20,6,2,February,GB
Wednesday,49.9,2022-01-19,2,1,January,GB
Monday,38.1,2022-02-21,0,2,February,GB
Monday,3.8,2022-02-14,0,2,February,GB
Tuesday,34.7,2022-02-15,1,2,February,GB
Wednesday,30.8,2022-02-16,2,2,February,GB
Tuesday,10.4,2022-02-22,1,2,February,GB
Thursday,8.2,2022-02-24,3,2,February,GB
Thursday,31.7,2022-01-20,3,1,January,GB
Wednesday,0.3,2022-01-05,2,1,January,US
Thursday,0.2,2022-01-06,3,1,January,US
Wednesday,102.1,2022-01-05,2,1,January,US
Wednesday,0.1,2022-01-05,2,1,January,IN
Wednesday,2.9,2022-01-05,2,1,January,IN
Wednesday,1.0,2022-01-05,2,1,January,IN
Friday,0.1,2022-10-14,4,10,October,IN
Wednesday,0.1,2022-01-05,2,1,January,IN
Tuesday,11.0,2022-01-18,1,1,January,NG
Wednesday,8.8,2022-01-05,2,1,January,US
Friday,1.7,2022-04-01,4,4,April,IN
Wednesday,0.2,2022-01-05,2,1,January,IN
Sunday,1.4,2022-01-09,6,1,January,IN
Thursday,37.3,2022-01-06,3,1,January,US
Monday,5.4,2022-01-10,0,1,January,US
Wednesday,29.7,2022-01-05,2,1,January,US
Wednesday,0.1,2022-01-05,2,1,January,EG
Wednesday,0.4,2022-01-05,2,1,January,IN
Wednesday,45.1,2022-01-05,2,1,January,IN
Thursday,23.3,2022-01-06,3,1,January,IN
Wednesday,0.3,2022-01-05,2,1,January,IN
Wednesday,10.7,2022-01-05,2,1,January,US
Thursday,15.7,2022-01-06,3,1,January,US
Wednesday,1.2,2022-01-05,2,1,January,IN
Wednesday,2.7,2022-05-18,2,5,May,US
Thursday,7.5,2022-05-19,3,5,May,US
Wednesday,10.0,2022-05-25,2,5,May,US
Thursday,0.1,2022-04-28,3,4,April,US
Wednesday,8.3,2022-01-12,2,1,January,NG
Wednesday,4.6,2022-01-05,2,1,January,NG
Sunday,54.0,2022-01-16,6,1,January,NG
Wednesday,2.2,2022-01-05,2,1,January,US
Saturday,2.2,2022-01-22,5,1,January,EG
Wednesday,6.6,2022-01-05,2,1,January,US
Thursday,9.3,2022-02-03,3,2,February,US
Saturday,29.4,2022-03-19,5,3,March,US
Wednesday,53.8,2022-01-05,2,1,January,US
Thursday,2.1,2022-01-06,3,1,January,US
Saturday,89.9,2022-01-08,5,1,January,US
Monday,166.6,2022-01-10,0,1,January,US
Thursday,20.3,2022-01-20,3,1,January,US
Friday,25.4,2022-01-21,4,1,January,US
Wednesday,23.5,2022-01-12,2,1,January,EG
Thursday,40.7,2022-01-06,3,1,January,US
Wednesday,24.1,2022-01-05,2,1,January,US
Tuesday,2.9,2022-03-15,1,3,March,EG
Sunday,6.5,2022-03-13,6,3,March,EG
Wednesday,0.9,2022-03-30,2,3,March,EG
Wednesday,0.1,2022-01-05,2,1,January,EG
Wednesday,2.2,2022-01-05,2,1,January,US
Wednesday,35.8,2022-03-16,2,3,March,IN
Sunday,1.9,2022-04-03,6,4,April,IN
Friday,228.1,2022-01-07,4,1,January,IN
Saturday,16.2,2022-03-05,5,3,March,IN
Thursday,103.8,2022-02-03,3,2,February,IN
Sunday,47.9,2022-02-20,6,2,February,IN
Thursday,51.3,2022-01-06,3,1,January,IN
Wednesday,12.3,2022-01-05,2,1,January,US
Sunday,14.1,2022-01-09,6,1,January,US
Wednesday,0.2,2022-01-05,2,1,January,US
Friday,12.6,2022-01-28,4,1,January,EG
Monday,1.6,2022-05-30,0,5,May,EG
Thursday,8.7,2022-06-02,3,6,June,EG
Tuesday,1.5,2022-05-31,1,5,May,EG
Wednesday,2.0,2022-01-05,2,1,January,EG
Thursday,0.1,2022-01-06,3,1,January,US
Thursday,2.2,2022-01-06,3,1,January,IN
Tuesday,0.6,2022-02-15,1,2,February,IN
Thursday,48.5,2022-01-06,3,1,January,IN
Saturday,14.7,2022-01-08,5,1,January,IN
Tuesday,15.0,2022-01-25,1,1,January,IN
Thursday,13.6,2022-01-06,3,1,January,GB
Saturday,5.8,2022-01-08,5,1,January,GB
Tuesday,35.9,2022-01-11,1,1,January,GB
Monday,22.2,2022-01-24,0,1,January,GB
Sunday,20.8,2022-01-30,6,1,January,GB
Sunday,0.9,2022-01-23,6,1,January,GB
Thursday,5.3,2022-01-06,3,1,January,US
Saturday,12.9,2022-01-08,5,1,January,US
Thursday,88.5,2022-01-06,3,1,January,US
Saturday,3.6,2022-01-08,5,1,January,US
Thursday,27.8,2022-01-06,3,1,January,US
Monday,50.3,2022-01-10,0,1,January,IN
Friday,5.3,2022-01-21,4,1,January,IN
Thursday,0.1,2022-01-06,3,1,January,NG
Thursday,35.2,2022-07-07,3,7,July,IN
Friday,16.8,2022-07-08,4,7,July,IN
Thursday,39.1,2022-07-21,3,7,July,IN
Wednesday,11.8,2022-07-20,2,7,July,IN
Thursday,0.5,2022-01-06,3,1,January,US
Thursday,0.8,2022-01-06,3,1,January,IN
Thursday,1.2,2022-01-06,3,1,January,IN
Friday,0.1,2022-06-24,4,6,June,IN
Thursday,0.2,2022-07-07,3,7,July,IN
Friday,8.2,2022-07-08,4,7,July,IN
Friday,0.1,2022-08-19,4,8,August,EG
Thursday,32.3,2022-01-06,3,1,January,IN
Thursday,18.7,2022-01-13,3,1,January,GB
Friday,14.1,2022-01-21,4,1,January,GB
Monday,27.3,2022-03-07,0,3,March,GB
Wednesday,28.9,2022-01-26,2,1,January,GB
Friday,16.1,2022-02-04,4,2,February,GB
Thursday,17.4,2022-01-06,3,1,January,GB
Thursday,0.1,2022-01-06,3,1,January,IN
Thursday,0.1,2022-01-06,3,1,January,IN
Thursday,39.5,2022-01-06,3,1,January,GB
Friday,34.1,2022-01-07,4,1,January,GB
Thursday,44.8,2022-01-06,3,1,January,IN
Monday,72.7,2022-05-09,0,5,May,IN
Tuesday,22.5,2022-05-10,1,5,May,IN
Thursday,10.5,2022-05-05,3,5,May,IN
Thursday,0.1,2022-01-06,3,1,January,IN
Monday,0.1,2022-01-10,0,1,January,IN
Thursday,44.6,2022-01-06,3,1,January,US
Friday,72.9,2022-01-07,4,1,January,US
Saturday,7.4,2022-01-08,5,1,January,US
Sunday,4.7,2022-01-09,6,1,January,US
Monday,23.1,2022-01-10,0,1,January,US
Thursday,18.4,2022-01-13,3,1,January,US
Tuesday,23.0,2022-01-11,1,1,January,US
Wednesday,0.5,2022-01-12,2,1,January,US
Friday,9.5,2022-01-14,4,1,January,US
Thursday,12.4,2022-01-20,3,1,January,US
Monday,0.1,2022-01-31,0,1,January,US
Wednesday,0.9,2022-02-02,2,2,February,US
Thursday,1.1,2022-02-10,3,2,February,US
Thursday,1.8,2022-01-06,3,1,January,US
Wednesday,8.0,2022-08-17,2,8,August,GB
Thursday,19.5,2022-08-18,3,8,August,GB
Thursday,4.5,2022-01-06,3,1,January,GB
Friday,2.3,2022-01-07,4,1,January,GB
Monday,5.0,2022-08-15,0,8,August,GB
Saturday,53.6,2022-01-08,5,1,January,IN
Tuesday,6.3,2022-01-11,1,1,January,IN
Friday,20.7,2022-01-07,4,1,January,IN
Friday,9.6,2022-01-21,4,1,January,IN
Thursday,1.4,2022-01-06,3,1,January,IN
Thursday,7.4,2022-01-20,3,1,January,US
Monday,28.4,2022-01-24,0,1,January,US
Tuesday,50.6,2022-01-25,1,1,January,US
Thursday,35.4,2022-01-27,3,1,January,US
Tuesday,52.2,2022-02-15,1,2,February,US
Wednesday,0.6,2022-02-23,2,2,February,US
Friday,0.1,2022-02-18,4,2,February,US
Monday,20.1,2022-02-21,0,2,February,US
Thursday,59.6,2022-02-24,3,2,February,US
Saturday,4.5,2022-02-26,5,2,February,US
Thursday,1.9,2022-01-06,3,1,January,US
Saturday,33.5,2022-01-08,5,1,January,US
Thursday,127.1,2022-03-17,3,3,March,US
Thursday,63.7,2022-01-27,3,1,January,US
Friday,130.6,2022-01-28,4,1,January,US
Tuesday,175.3,2022-03-15,1,3,March,US
Saturday,25.1,2022-01-29,5,1,January,US
Sunday,5.9,2022-01-30,6,1,January,US
Wednesday,6.4,2022-07-06,2,7,July,US
Monday,3.2,2022-07-11,0,7,July,US
Saturday,31.7,2022-07-23,5,7,July,US
Friday,135.6,2022-02-11,4,2,February,US
Saturday,88.1,2022-02-12,5,2,February,US
Sunday,42.6,2022-02-13,6,2,February,US
Tuesday,5.9,2022-02-15,1,2,February,US
Wednesday,7.1,2022-02-16,2,2,February,US
Thursday,116.2,2022-02-17,3,2,February,US
Saturday,8.7,2022-03-12,5,3,March,US
Sunday,52.2,2022-03-13,6,3,March,US
Tuesday,85.4,2022-02-01,1,2,February,US
Wednesday,11.2,2022-02-02,2,2,February,US
Thursday,70.7,2022-02-03,3,2,February,US
Friday,14.5,2022-02-25,4,2,February,US
Friday,2.0,2022-02-04,4,2,February,US
Saturday,16.1,2022-02-05,5,2,February,US
Sunday,24.8,2022-02-06,6,2,February,US
Monday,36.0,2022-02-07,0,2,February,US
Thursday,63.5,2022-07-21,3,7,July,US
Friday,62.0,2022-07-22,4,7,July,US
Friday,49.1,2022-02-18,4,2,February,US
Monday,42.3,2022-02-21,0,2,February,US
Monday,127.3,2022-07-25,0,7,July,US
Tuesday,75.5,2022-07-26,1,7,July,US
Tuesday,12.1,2022-05-10,1,5,May,US
Thursday,11.9,2022-05-12,3,5,May,US
Thursday,40.6,2022-06-16,3,6,June,US
Friday,26.4,2022-01-14,4,1,January,US
Tuesday,25.2,2022-06-21,1,6,June,US
Thursday,29.8,2022-02-10,3,2,February,US
Tuesday,66.2,2022-02-22,1,2,February,US
Friday,14.9,2022-01-07,4,1,January,US
Thursday,1.0,2022-01-06,3,1,January,US
Wednesday,29.0,2022-01-26,2,1,January,US
Monday,257.5,2022-03-14,0,3,March,US
Friday,23.1,2022-03-04,4,3,March,US
Tuesday,202.8,2022-05-31,1,5,May,US
Saturday,12.4,2022-03-05,5,3,March,US
Thursday,129.9,2022-03-10,3,3,March,US
Thursday,99.6,2022-06-09,3,6,June,US
Friday,25.0,2022-07-29,4,7,July,US
Friday,89.5,2022-03-11,4,3,March,US
Wednesday,39.0,2022-06-01,2,6,June,US
Wednesday,28.4,2022-08-03,2,8,August,US
Wednesday,2.1,2022-01-26,2,1,January,EG
Saturday,25.1,2022-01-08,5,1,January,US
Sunday,34.9,2022-03-27,6,3,March,US
Monday,79.7,2022-03-28,0,3,March,US
Tuesday,72.4,2022-03-29,1,3,March,US
Friday,67.6,2022-08-26,4,8,August,US
Tuesday,62.8,2022-05-10,1,5,May,US
Wednesday,61.3,2022-05-11,2,5,May,US
Saturday,16.4,2022-07-30,5,7,July,US
Thursday,16.3,2022-05-12,3,5,May,US
Friday,70.2,2022-05-13,4,5,May,US
Tuesday,10.3,2022-05-17,1,5,May,US
Sunday,84.1,2022-08-07,6,8,August,US
Monday,85.2,2022-08-08,0,8,August,US
Tuesday,14.0,2022-08-09,1,8,August,US
Saturday,17.0,2022-08-13,5,8,August,US
Tuesday,88.0,2022-08-16,1,8,August,US
Thursday,60.7,2022-08-18,3,8,August,US
Wednesday,95.8,2022-08-24,2,8,August,US
Thursday,82.8,2022-08-25,3,8,August,US
Sunday,36.9,2022-09-04,6,9,September,US
Monday,58.7,2022-09-05,0,9,September,US
Tuesday,6.1,2022-09-13,1,9,September,US
Friday,37.4,2022-01-07,4,1,January,US
Saturday,27.0,2022-03-26,5,3,March,US
Saturday,51.4,2022-09-03,5,9,September,US
Thursday,1.2,2022-01-06,3,1,January,US
Tuesday,9.2,2022-01-25,1,1,January,US
Thursday,0.3,2022-01-06,3,1,January,EG
Thursday,2.2,2022-01-06,3,1,January,US
Friday,0.3,2022-01-07,4,1,January,US
Friday,13.4,2022-01-07,4,1,January,IN
Friday,38.9,2022-01-07,4,1,January,US
Wednesday,17.2,2022-01-12,2,1,January,IN
Friday,0.4,2022-01-07,4,1,January,GB
Friday,9.7,2022-01-07,4,1,January,IN
Saturday,1.3,2022-01-08,5,1,January,EG
Wednesday,16.4,2022-09-14,2,9,September,US
Thursday,35.3,2022-09-15,3,9,September,US
Tuesday,23.0,2022-10-04,1,10,October,US
Friday,21.3,2022-02-04,4,2,February,US
Monday,17.8,2022-02-07,0,2,February,US
Thursday,24.8,2022-02-10,3,2,February,US
Monday,18.0,2022-02-14,0,2,February,US
Thursday,26.0,2022-02-17,3,2,February,US
Friday,0.4,2022-01-07,4,1,January,US
Wednesday,0.4,2022-02-02,2,2,February,US
Friday,17.3,2022-01-07,4,1,January,NG
Friday,50.0,2022-01-14,4,1,January,IN
Sunday,11.9,2022-01-09,6,1,January,IN
Friday,0.5,2022-01-07,4,1,January,EG
Friday,1.2,2022-01-07,4,1,January,IN
Saturday,19.5,2022-01-08,5,1,January,IN
Friday,0.4,2022-01-07,4,1,January,GB
Friday,0.1,2022-01-07,4,1,January,EG
Friday,1.5,2022-01-07,4,1,January,IN
Sunday,33.9,2022-01-09,6,1,January,IN
Thursday,5.9,2022-01-13,3,1,January,IN
Monday,32.8,2022-01-10,0,1,January,IN
Friday,1.9,2022-01-07,4,1,January,IN
Saturday,1.8,2022-01-08,5,1,January,EG
Sunday,0.9,2022-07-24,6,7,July,EG
Saturday,6.7,2022-01-08,5,1,January,IN
Tuesday,7.8,2022-01-25,1,1,January,IN
Friday,22.8,2022-01-07,4,1,January,US
Friday,24.1,2022-01-07,4,1,January,US
Saturday,17.3,2022-01-08,5,1,January,US
Sunday,15.9,2022-01-09,6,1,January,US
Monday,2.4,2022-01-10,0,1,January,US
Tuesday,1.7,2022-01-11,1,1,January,US
Thursday,4.7,2022-01-13,3,1,January,US
Friday,2.8,2022-01-14,4,1,January,US
Tuesday,7.0,2022-01-18,1,1,January,US
Wednesday,0.4,2022-01-19,2,1,January,US
Thursday,0.1,2022-02-03,3,2,February,US
Monday,7.2,2022-01-31,0,1,January,IN
Tuesday,9.1,2022-02-01,1,2,February,IN
Thursday,19.8,2022-02-03,3,2,February,IN
Friday,11.5,2022-01-28,4,1,January,IN
Saturday,66.6,2022-01-08,5,1,January,IN
Friday,16.1,2022-01-07,4,1,January,IN
Friday,4.1,2022-01-07,4,1,January,IN
Saturday,9.7,2022-01-08,5,1,January,IN
Friday,12.5,2022-01-07,4,1,January,US
Saturday,29.8,2022-01-08,5,1,January,US
Friday,3.6,2022-01-07,4,1,January,US
Friday,16.3,2022-01-07,4,1,January,US
Saturday,6.2,2022-01-08,5,1,January,US
Wednesday,8.8,2022-02-23,2,2,February,US
Friday,36.1,2022-01-07,4,1,January,US
Saturday,33.7,2022-01-08,5,1,January,US
Saturday,21.9,2022-01-08,5,1,January,EG
Monday,102.6,2022-01-10,0,1,January,US
Tuesday,93.1,2022-01-11,1,1,January,US
Monday,0.1,2022-01-17,0,1,January,US
Friday,0.3,2022-02-11,4,2,February,US
Thursday,5.4,2022-01-13,3,1,January,US
Saturday,2.0,2022-01-08,5,1,January,IN
Saturday,1.3,2022-01-08,5,1,January,IN
Saturday,2.2,2022-01-08,5,1,January,IN
Saturday,5.6,2022-01-08,5,1,January,US
Saturday,19.7,2022-01-08,5,1,January,US
Saturday,60.9,2022-03-12,5,3,March,IN
Saturday,38.1,2022-03-26,5,3,March,IN
Monday,72.1,2022-01-31,0,1,January,GB
Saturday,0.4,2022-01-08,5,1,January,IN
Saturday,31.2,2022-01-08,5,1,January,IN
Saturday,0.7,2022-01-08,5,1,January,EG
Sunday,23.1,2022-01-09,6,1,January,EG
Saturday,0.1,2022-01-08,5,1,January,NG
Monday,12.2,2022-01-10,0,1,January,NG
Saturday,21.8,2022-01-15,5,1,January,NG
Saturday,10.8,2022-01-08,5,1,January,NG
Sunday,18.9,2022-01-09,6,1,January,NG
Saturday,0.3,2022-01-08,5,1,January,EG
Saturday,0.8,2022-01-08,5,1,January,US
Tuesday,82.0,2022-01-11,1,1,January,EG
Thursday,31.5,2022-01-13,3,1,January,EG
Friday,0.5,2022-01-14,4,1,January,EG
Saturday,6.6,2022-01-08,5,1,January,EG
Saturday,9.0,2022-01-08,5,1,January,EG
Wednesday,21.7,2022-06-15,2,6,June,IN
Thursday,5.4,2022-06-16,3,6,June,IN
Saturday,22.0,2022-01-08,5,1,January,IN
Sunday,13.8,2022-01-09,6,1,January,IN
Sunday,15.3,2022-06-12,6,6,June,IN
Monday,8.2,2022-01-10,0,1,January,IN
Wednesday,9.2,2022-01-12,2,1,January,IN
Saturday,0.1,2022-01-29,5,1,January,IN
Monday,26.3,2022-01-31,0,1,January,GB
Friday,20.1,2022-02-04,4,2,February,GB
Sunday,44.6,2022-02-06,6,2,February,GB
Tuesday,52.4,2022-02-08,1,2,February,GB
Saturday,17.6,2022-02-12,5,2,February,GB
Wednesday,2.6,2022-02-23,2,2,February,GB
Sunday,52.3,2022-02-27,6,2,February,GB
Monday,12.8,2022-02-28,0,2,February,GB
Tuesday,15.5,2022-03-01,1,3,March,GB
Monday,35.2,2022-03-14,0,3,March,GB
Wednesday,12.0,2022-03-16,2,3,March,GB
Friday,63.2,2022-03-18,4,3,March,GB
Saturday,48.7,2022-03-19,5,3,March,GB
Sunday,41.7,2022-03-20,6,3,March,GB
Saturday,10.4,2022-01-08,5,1,January,GB
Sunday,9.7,2022-01-09,6,1,January,GB
Saturday,8.5,2022-01-15,5,1,January,GB
Saturday,8.9,2022-01-29,5,1,January,GB
Thursday,6.4,2022-01-20,3,1,January,GB
Saturday,25.0,2022-01-08,5,1,January,US
Monday,6.8,2022-01-10,0,1,January,EG
Tuesday,3.0,2022-01-18,1,1,January,EG
Tuesday,36.8,2022-01-11,1,1,January,EG
Sunday,0.5,2022-01-09,6,1,January,EG
Tuesday,40.9,2022-01-18,1,1,January,EG
Sunday,7.2,2022-01-23,6,1,January,EG
Tuesday,3.8,2022-02-08,1,2,February,EG
Monday,37.8,2022-01-24,0,1,January,EG
Tuesday,36.7,2022-01-25,1,1,January,EG
Tuesday,0.2,2022-03-08,1,3,March,EG
Monday,2.6,2022-01-10,0,1,January,EG
Saturday,6.9,2022-01-08,5,1,January,EG
Wednesday,0.5,2022-03-09,2,3,March,EG
Sunday,19.3,2022-01-30,6,1,January,EG
Monday,0.6,2022-03-07,0,3,March,EG
Saturday,6.6,2022-01-08,5,1,January,NG
Saturday,0.7,2022-01-08,5,1,January,EG
Saturday,0.1,2022-01-08,5,1,January,IN
Saturday,38.7,2022-01-08,5,1,January,GB
Sunday,19.3,2022-01-09,6,1,January,GB
Monday,3.1,2022-01-10,0,1,January,GB
Saturday,45.1,2022-01-08,5,1,January,US
Sunday,10.6,2022-01-09,6,1,January,US
Saturday,0.2,2022-01-08,5,1,January,US
Tuesday,23.1,2022-01-11,1,1,January,GB
Thursday,13.0,2022-01-13,3,1,January,GB
Saturday,1.2,2022-01-08,5,1,January,EG
Friday,3.9,2022-01-14,4,1,January,NG
Sunday,0.6,2022-01-09,6,1,January,GB
Sunday,0.1,2022-01-09,6,1,January,EG
Sunday,33.5,2022-01-09,6,1,January,EG
Sunday,11.2,2022-01-09,6,1,January,IN
Saturday,42.0,2022-01-29,5,1,January,NG
Wednesday,9.2,2022-02-02,2,2,February,NG
Thursday,92.6,2022-02-03,3,2,February,NG
Monday,8.7,2022-04-11,0,4,April,NG
Wednesday,0.1,2022-06-29,2,6,June,NG
Friday,15.9,2022-02-04,4,2,February,NG
Saturday,7.1,2022-02-19,5,2,February,NG
Wednesday,14.6,2022-02-23,2,2,February,NG
Sunday,18.6,2022-03-13,6,3,March,NG
Tuesday,3.1,2022-03-15,1,3,March,NG
Wednesday,17.6,2022-03-16,2,3,March,NG
Sunday,2.4,2022-01-09,6,1,January,NG
Tuesday,0.3,2022-09-20,1,9,September,IN
Sunday,1.2,2022-01-09,6,1,January,IN
Saturday,0.5,2022-09-17,5,9,September,IN
Thursday,4.8,2022-09-22,3,9,September,IN
Sunday,1.7,2022-01-09,6,1,January,IN
Sunday,53.4,2022-01-09,6,1,January,US
Monday,10.6,2022-01-10,0,1,January,US
Sunday,4.6,2022-01-09,6,1,January,EG
Sunday,1.6,2022-01-09,6,1,January,IN
Sunday,12.5,2022-01-09,6,1,January,EG
Tuesday,21.5,2022-01-18,1,1,January,EG
Wednesday,14.2,2022-01-19,2,1,January,EG
Monday,0.1,2022-08-15,0,8,August,EG
Sunday,44.8,2022-01-09,6,1,January,GB
